year,recipient,sec_01_arms_transfer_tiv,sec_01_arms_transfer_tiv_delivered,sec_01_arms_transfer_orders_ct,sec_01_missing_transfer_tiv,sec_02_surveillance_usd,sec_02_surveillance_ct,sec_03_military_engagement_ct,sec_04_joint_exercise_ct,dev_01_currency_swap_line_extant,dev_01_currency_swap_usd,dev_02_infrastructure_usd,dev_02_infrastructure_ct,dev_03_fdi_usd,dev_03_fdi_derived_usd,dev_04_sez_usd,dev_04_sez_proj_ct,dev_04_sez_unique_site,civ_01_united_front_presence,civ_02_healthcare_usd,civ_02_healthcare_ct,civ_03_outbound_visits_ct,civ_03_inbound_visits_ct,civ_03_total_visits_ct,civ_04_csps_ct,civ_05_judicial_engagement_ct,civ_06_ci_ct,civ_06_cc_ct,civ_06_ci_cc_ct,lat,lon
2004,Afghanistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,29302236.248204254,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,33.7680065,66.2385139
2004,Bangladesh,25.5,25.5,3,0,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,24.4769288,90.2934413
2004,Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,27.549511,90.5119273
2004,Brunei Darussalam,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,4.4137155,114.5653908
2004,Cambodia,NA,NA,NA,NA,0,1,2,NA,N,NA,6518155.052385872,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,12.5433216,104.8144914
2004,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,2,NA,N,NA,80040028.70757177,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,40.3736611,127.0870417
2004,India,NA,NA,NA,NA,NA,NA,2,NA,N,NA,12740102.716610461,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,22.3511148,78.6677428
2004,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,408192891.04020196,1,NA,NA,NA,NA,NA,Y,254802.05433221036,2,NA,NA,NA,0,NA,0,0,0,-2.4833826,117.8902853
2004,Japan,NA,NA,NA,NA,NA,NA,4,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,36.5748441,139.2394179
2004,Kazakhstan,NA,NA,NA,NA,NA,NA,2,NA,N,NA,0,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,48.1012954,66.7780818
2004,Kyrgyz Republic,NA,NA,NA,NA,NA,NA,1,NA,N,NA,18470775.855593435,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,41.5089324,74.724091
2004,Lao People's Democratic Republic,NA,NA,NA,NA,4002001.435378583,1,2,NA,N,NA,1099595322.0211315,4,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,20.0171109,103.378253
2004,Malaysia,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,4.5693754,102.2656823
2004,Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,46.8250388,103.8499736
2004,Myanmar,NA,NA,NA,NA,NA,NA,1,NA,N,NA,340535999.3425083,10,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,17.1750495,95.9999652
2004,Nepal,NA,NA,NA,NA,NA,NA,1,NA,N,NA,0,1,NA,NA,NA,NA,NA,N,0,1,NA,NA,NA,0,NA,0,0,0,28.3780464,83.9999901
2004,Pakistan,NA,NA,NA,NA,NA,NA,3,1,N,NA,382203081.4983161,2,NA,NA,NA,NA,NA,N,127401.02716610461,1,NA,NA,NA,0,NA,0,0,0,30.3308401,71.247499
2004,Philippines,NA,NA,NA,NA,NA,NA,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,71344575.21301909,2,NA,NA,NA,0,NA,0,0,0,14.5904492,120.9803621
2004,Russia,NA,NA,NA,NA,NA,NA,6,NA,N,NA,1528812.3259932643,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,64.6863136,97.7453061
2004,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,1.357107,103.8194992
2004,South Korea,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,36.638392,127.6961188
2004,Tajikistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,38.6281733,70.8156541
2004,Thailand,NA,NA,NA,NA,NA,NA,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,253162.15042730607,1,NA,NA,NA,0,NA,0,0,0,14.8971921,100.83273
2004,Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,39.3763807,59.3924609
2004,Uzbekistan,NA,NA,NA,NA,215492.38498192397,1,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,4002001.435378583,1,NA,NA,NA,0,NA,1,0,1,41.32373,63.9528098
2004,Viet Nam,NA,NA,NA,NA,NA,NA,2,NA,N,NA,283628447.7439496,2,NA,NA,NA,NA,NA,N,316371.3071841887,2,NA,NA,NA,0,NA,0,0,0,15.9266657,107.9650855
2005,Afghanistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,60696265.964873664,2,NA,NA,NA,NA,NA,N,60696265.964873664,2,NA,NA,NA,0,NA,0,0,0,33.7680065,66.2385139
2005,Bangladesh,38.44,38.44,4,0,NA,NA,2,NA,N,NA,159907765.09183615,2,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,24.4769288,90.2934413
2005,Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,27.549511,90.5119273
2005,Brunei Darussalam,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,4.4137155,114.5653908
2005,Cambodia,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,66690089.79466887,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,12.5433216,104.8144914
2005,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,40.3736611,127.0870417
2005,India,NA,NA,NA,NA,NA,NA,2,1,N,NA,NA,NA,NA,NA,NA,NA,NA,N,0,1,NA,NA,NA,0,NA,1,0,1,22.3511148,78.6677428
2005,Indonesia,2.7,2.7,1,0,NA,NA,NA,NA,N,NA,395066482.0962311,5,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,-2.4833826,117.8902853
2005,Japan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,2,0,2,36.5748441,139.2394179
2005,Kazakhstan,NA,NA,NA,NA,NA,NA,2,NA,N,NA,531699289.85229295,2,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,48.1012954,66.7780818
2005,Kyrgyz Republic,NA,NA,NA,NA,NA,NA,3,NA,N,NA,8889246.429288957,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,41.5089324,74.724091
2005,Lao People's Democratic Republic,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,134834664.461567,5,NA,NA,NA,NA,NA,Y,210346.55147722742,1,NA,NA,NA,0,NA,0,0,0,20.0171109,103.378253
2005,Malaysia,NA,NA,NA,NA,NA,NA,1,NA,N,NA,3884561021.7519073,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,4.5693754,102.2656823
2005,Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,97114.02554379785,2,NA,NA,NA,0,NA,0,0,0,46.8250388,103.8499736
2005,Myanmar,21.5,21.5,2,0,1251863.7455156266,2,NA,NA,N,NA,100185256.60162045,2,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,17.1750495,95.9999652
2005,Nepal,1.75,1.75,1,0,NA,NA,1,NA,N,NA,12444945.001004484,1,NA,NA,NA,NA,NA,N,6845352.109037502,1,NA,NA,NA,0,NA,0,0,0,28.3780464,83.9999901
2005,Pakistan,1163.5,1163.5,5,0,427747.343218468,1,5,1,N,NA,979426289.777213,5,NA,NA,127749494.76327267,1,1,N,NA,NA,NA,NA,NA,0,NA,1,0,1,30.3308401,71.247499
2005,Philippines,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,14.5904492,120.9803621
2005,Russia,NA,NA,NA,NA,NA,NA,5,1,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,64.6863136,97.7453061
2005,Singapore,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,1.357107,103.8194992
2005,South Korea,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,1,NA,0,0,0,36.638392,127.6961188
2005,Tajikistan,NA,NA,NA,NA,NA,NA,4,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,38.6281733,70.8156541
2005,Thailand,NA,NA,NA,NA,NA,NA,3,1,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,0,1,NA,NA,NA,0,NA,3,0,3,14.8971921,100.83273
2005,Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,29630821.43096315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,39.3763807,59.3924609
2005,Uzbekistan,NA,NA,NA,NA,NA,NA,2,NA,N,NA,14324318.767710103,1,NA,NA,NA,NA,NA,NA,6222472.500502265,1,NA,NA,NA,0,NA,1,0,1,41.32373,63.9528098
2005,Viet Nam,NA,NA,NA,NA,NA,NA,2,NA,N,NA,1027255938.5380518,5,NA,NA,NA,NA,NA,N,444462.3214644473,1,NA,NA,NA,0,NA,0,0,0,15.9266657,107.9650855
2006,Afghanistan,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,33.7680065,66.2385139
2006,Bangladesh,176,176,1,0,14256424.346335927,2,1,NA,N,NA,0,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,24.4769288,90.2934413
2006,Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,27.549511,90.5119273
2006,Brunei Darussalam,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,4.4137155,114.5653908
2006,Cambodia,NA,NA,NA,NA,0,2,1,NA,N,NA,72565199.92284998,2,NA,NA,NA,NA,NA,Y,0,1,NA,NA,NA,0,NA,0,0,0,12.5433216,104.8144914
2006,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,40.3736611,127.0870417
2006,India,NA,NA,NA,NA,NA,NA,3,NA,N,NA,212175947.6860715,4,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,1,NA,1,0,1,22.3511148,78.6677428
2006,Indonesia,13,13,1,0,NA,NA,2,NA,N,NA,2955096764.4299617,1,NA,NA,NA,NA,NA,Y,5702569.738534382,1,NA,NA,NA,0,NA,0,0,0,-2.4833826,117.8902853
2006,Japan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,6,0,6,36.5748441,139.2394179
2006,Kazakhstan,NA,NA,NA,NA,NA,NA,1,1,N,NA,1036086703.8919239,4,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,48.1012954,66.7780818
2006,Kyrgyz Republic,NA,NA,NA,NA,NA,NA,2,NA,N,NA,159166058.0349121,2,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,41.5089324,74.724091
2006,Lao People's Democratic Republic,6.5,6.5,1,0,NA,NA,1,NA,N,NA,25480247.23164072,2,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,20.0171109,103.378253
2006,Malaysia,NA,NA,NA,NA,NA,NA,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,1,0,1,4.5693754,102.2656823
2006,Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,46.8250388,103.8499736
2006,Myanmar,234,234,1,0,NA,NA,1,NA,N,NA,985393951.0747466,7,NA,NA,NA,NA,NA,N,142564.24346335928,1,NA,NA,NA,0,NA,0,0,0,17.1750495,95.9999652
2006,Nepal,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,0,1,NA,NA,NA,NA,NA,N,0,1,NA,NA,NA,0,NA,0,0,0,28.3780464,83.9999901
2006,Pakistan,421,404.4,2,16.600000000000023,NA,NA,3,1,N,NA,533362849.84669405,5,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,30.3308401,71.247499
2006,Philippines,NA,NA,NA,NA,114051394.77068675,1,2,NA,N,NA,910010682.8494219,1,NA,NA,NA,NA,NA,Y,285128.48692671856,1,NA,NA,NA,0,NA,1,0,1,14.5904492,120.9803621
2006,Russia,NA,NA,NA,NA,NA,NA,4,NA,N,NA,1136575678.6269083,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,4,0,4,64.6863136,97.7453061
2006,Singapore,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,1.357107,103.8194992
2006,South Korea,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,5,0,5,36.638392,127.6961188
2006,Tajikistan,NA,NA,NA,NA,NA,NA,2,1,N,NA,1463207188.9810684,5,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,38.6281733,70.8156541
2006,Thailand,NA,NA,NA,NA,NA,NA,5,NA,N,NA,14256424.346335927,2,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,12,0,12,14.8971921,100.83273
2006,Turkmenistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,114051394.77068765,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,39.3763807,59.3924609
2006,Uzbekistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,1,41.32373,63.9528098
2006,Viet Nam,NA,NA,NA,NA,NA,NA,3,NA,N,NA,2586733767.7815228,8,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,15.9266657,107.9650855
2007,Afghanistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,33.7680065,66.2385139
2007,Bangladesh,11,11,1,0,NA,NA,2,NA,N,NA,0,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,24.4769288,90.2934413
2007,Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,27.549511,90.5119273
2007,Brunei Darussalam,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,4.4137155,114.5653908
2007,Cambodia,56,56,1,0,2516057.306558161,3,2,NA,N,NA,929452987.7842472,7,NA,NA,NA,NA,NA,Y,0,1,NA,NA,NA,0,NA,0,0,0,12.5433216,104.8144914
2007,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,40.3736611,127.0870417
2007,India,NA,NA,NA,NA,NA,NA,2,1,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,2,0,2,22.3511148,78.6677428
2007,Indonesia,NA,NA,NA,NA,NA,NA,4,NA,N,NA,1012358937.3252537,4,NA,NA,NA,NA,NA,Y,0,2,NA,NA,NA,2,NA,1,0,1,-2.4833826,117.8902853
2007,Japan,NA,NA,NA,NA,NA,NA,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,10,0,10,36.5748441,139.2394179
2007,Kazakhstan,NA,NA,NA,NA,797086.9547176266,1,NA,NA,N,NA,14549072.005504843,3,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,2,0,2,48.1012954,66.7780818
2007,Kyrgyz Republic,NA,NA,NA,NA,NA,NA,1,NA,N,NA,32785806.58657961,5,NA,NA,NA,NA,NA,Y,15877901.486508753,1,NA,NA,NA,0,NA,2,0,2,41.5089324,74.724091
2007,Lao People's Democratic Republic,NA,NA,NA,NA,NA,NA,3,NA,N,NA,52180151.67761096,5,NA,NA,NA,NA,NA,Y,4086982.559549277,5,NA,NA,NA,0,NA,0,0,0,20.0171109,103.378253
2007,Malaysia,NA,NA,NA,NA,NA,NA,1,NA,N,NA,1610276676.1972153,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,1,0,1,4.5693754,102.2656823
2007,Mongolia,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,46.8250388,103.8499736
2007,Myanmar,18,18,1,0,NA,NA,1,NA,N,NA,1867025111.960337,7,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,17.1750495,95.9999652
2007,Nepal,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,72228463.0189005,3,NA,NA,NA,NA,NA,N,36231.22521443749,1,NA,NA,NA,0,NA,1,0,1,28.3780464,83.9999901
2007,Pakistan,NA,NA,NA,NA,NA,NA,2,1,N,NA,15600615.475314388,2,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,30.3308401,71.247499
2007,Philippines,NA,NA,NA,NA,211705353.15345,1,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,3710124.10929401,1,NA,NA,NA,0,NA,2,0,2,14.5904492,120.9803621
2007,Russia,NA,NA,NA,NA,NA,NA,4,1,N,NA,0,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,12,0,12,64.6863136,97.7453061
2007,Singapore,NA,NA,NA,NA,NA,NA,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,1.357107,103.8194992
2007,South Korea,NA,NA,NA,NA,NA,NA,6,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,3,NA,11,0,11,36.638392,127.6961188
2007,Tajikistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,423475072.6732087,2,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,38.6281733,70.8156541
2007,Thailand,54,54,1,0,NA,NA,4,1,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,12,0,12,14.8971921,100.83273
2007,Turkmenistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,603853753.5739589,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,39.3763807,59.3924609
2007,Uzbekistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,15877901.486508753,1,NA,NA,NA,0,NA,1,0,1,41.32373,63.9528098
2007,Viet Nam,NA,NA,NA,NA,NA,NA,3,NA,N,NA,1497583475.8594084,3,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,15.9266657,107.9650855
2008,Afghanistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8024602.564417745,3,NA,NA,NA,NA,NA,N,1074503.8776860684,1,NA,NA,NA,0,NA,1,0,1,33.7680065,66.2385139
2008,Bangladesh,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,174234489.93078235,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,24.4769288,90.2934413
2008,Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,27.549511,90.5119273
2008,Brunei Darussalam,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,4.4137155,114.5653908
2008,Cambodia,4,4,1,0,511668.5131838419,1,1,NA,N,NA,178913423.44328332,2,NA,NA,NA,NA,NA,Y,0,2,NA,NA,NA,0,NA,0,0,0,12.5433216,104.8144914
2008,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,40.3736611,127.0870417
2008,India,NA,NA,NA,NA,NA,NA,2,1,N,NA,NA,NA,NA,NA,NA,NA,NA,N,0,1,NA,NA,NA,0,NA,2,0,2,22.3511148,78.6677428
2008,Indonesia,108,108,3,0,NA,NA,2,NA,N,NA,3071943569.7023706,7,NA,NA,NA,NA,NA,Y,736202.0701300673,1,NA,NA,NA,0,NA,1,0,1,-2.4833826,117.8902853
2008,Japan,NA,NA,NA,NA,NA,NA,3,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,11,0,11,36.5748441,139.2394179
2008,Kazakhstan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,13872493174.377178,4,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,2,0,2,48.1012954,66.7780818
2008,Kyrgyz Republic,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,188602089.91316873,5,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,2,0,2,41.5089324,74.724091
2008,Lao People's Democratic Republic,NA,NA,NA,NA,NA,NA,1,NA,N,NA,698995715.3082623,8,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,0,0,0,20.0171109,103.378253
2008,Malaysia,5.12,5.12,1,0,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,1,0,1,4.5693754,102.2656823
2008,Mongolia,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,46.8250388,103.8499736
2008,Myanmar,11.6,11.6,2,0,NA,NA,3,NA,N,NA,12270034.502167715,1,NA,NA,NA,NA,NA,N,0,1,NA,NA,NA,0,NA,0,0,0,17.1750495,95.9999652
2008,Nepal,NA,NA,NA,NA,NA,NA,3,NA,N,NA,0,1,NA,NA,NA,NA,NA,N,34111.234212256124,2,NA,NA,NA,0,NA,1,0,1,28.3780464,83.9999901
2008,Pakistan,868,849.4,8,18.600000000000023,24540069.00433554,1,3,NA,N,NA,558980795.0362403,2,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,30.3308401,71.247499
2008,Philippines,NA,NA,NA,NA,NA,NA,1,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,1,NA,2,0,2,14.5904492,120.9803621
2008,Russia,NA,NA,NA,NA,NA,NA,2,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,12,0,12,64.6863136,97.7453061
2008,Singapore,NA,NA,NA,NA,NA,NA,4,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,1.357107,103.8194992
2008,South Korea,NA,NA,NA,NA,NA,NA,4,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,11,0,11,36.638392,127.6961188
2008,Tajikistan,NA,NA,NA,NA,NA,NA,1,NA,N,NA,511668513.18384194,1,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,38.6281733,70.8156541
2008,Thailand,16.2,16.2,1,0,NA,NA,2,1,N,NA,0,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,0,NA,12,0,12,14.8971921,100.83273
2008,Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,39.3763807,59.3924609
2008,Uzbekistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,6093903479.605625,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,1,41.32373,63.9528098
2008,Viet Nam,NA,NA,NA,NA,NA,NA,3,NA,N,NA,1597529974.9602108,4,NA,NA,414559634.9670907,1,1,N,NA,NA,NA,NA,NA,0,NA,0,0,0,15.9266657,107.9650855
2009,Afghanistan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,33.7680065,66.2385139
2009,Bangladesh,580,580,2,0,NA,NA,3,NA,N,NA,NA,NA,NA,486701092.3975737,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,1,0,1,24.4769288,90.2934413
2009,Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,0,NA,0,0,0,27.549511,90.5119273
